date,entry_price,exit_price,pnl,pnl_r,reason
2017-09-28 10:47:00.000,3773.886,4172.986428571428,271.52948155285867,2.7088120024718605,Shadow Sniper Optimized
2017-09-29 02:50:00.000,4157.067494999999,4035.915,-109.69988806369793,-1.0166563429007365,Shadow Sniper Optimized
2017-10-09 23:04:00.000,4247.50269,4741.786428571428,719.8763757310171,6.942964665682687,Shadow Sniper Optimized
2017-11-08 17:35:00.000,7071.534,7491.024285714287,170.6719803116066,1.5775840205168559,Shadow Sniper Optimized
2017-11-23 23:59:00.000,8169.092505,8008.2071428571435,-121.69542892325444,-1.0248879296295026,Shadow Sniper Optimized
2017-11-26 19:48:00.000,8148.872399999999,8981.743571428571,432.53447990920813,3.930731910834791,Shadow Sniper Optimized
2017-12-07 02:28:20.799,11148.441435,13166.622142857144,240.79684478722538,2.125254474373973,Shadow Sniper Optimized
2017-12-17 19:23:20.799,16108.05,18588.86357142857,371.09054549415896,3.1960174975545876,Shadow Sniper Optimized
2018-01-06 02:16:00.000,14980.8867,16336.465000000002,260.1054856002147,2.1774153066272146,Shadow Sniper Optimized
2018-01-21 05:02:00.000,12446.330055,11924.58857142857,-127.73524307254365,-1.0114276791734098,Shadow Sniper Optimized
2018-02-20 23:41:00.000,10807.96128,11166.199285714287,74.76351183164343,0.6333318370519413,Shadow Sniper Optimized
2018-04-20 05:03:00.000,8012.004,8182.3321428571435,128.93548791060493,1.0873456572380717,Shadow Sniper Optimized
2018-05-06 06:15:00.000,9107.561505,9661.007142857143,192.9378832411344,1.5799953487243816,Shadow Sniper Optimized
2018-06-06 16:51:00.000,7638.767475,7488.213571428571,-137.341142531307,-1.0248688788327374,Shadow Sniper Optimized
2018-07-17 19:39:00.000,6253.875375,7269.530714285715,309.10570232968735,2.5089648176103556,Shadow Sniper Optimized
2018-07-31 09:20:00.000,8154.21507,7979.755,-138.08286345352099,-1.0228698607079503,Shadow Sniper Optimized
2018-08-20 22:15:00.000,6464.220495,6306.101428571429,-134.97929897230006,-1.0199409899482905,Shadow Sniper Optimized
2018-10-15 07:07:00.000,6473.104934999999,7452.010714285714,282.306755935075,2.2886098409893996,Shadow Sniper Optimized
2018-12-24 15:59:00.000,3915.8269349999996,4039.1307142857145,108.98560356478583,0.8808922936114318,Shadow Sniper Optimized
2019-01-10 16:14:00.000,3801.8899949999995,3542.7149999999997,-130.7825974391244,-1.00683460030548,Shadow Sniper Optimized
2019-02-03 19:53:00.000,3498.018135,3447.1292857142857,-143.61004426220825,-1.0338692005625874,Shadow Sniper Optimized
2019-02-15 14:59:00.000,3619.22871,3585.4585714285713,-131.89094113479587,-1.0530862282937345,Shadow Sniper Optimized
2019-03-04 04:29:00.000,3851.9249999999997,3740.8107142857143,-131.40511994733788,-1.0168331672666489,Shadow Sniper Optimized
