date,entry_price,exit_price,pnl,pnl_r,reason
2017-09-28 14:33:00.000,4201.999949999999,4104.9175000000005,-108.69136292606436,-1.0211413983680828,Game Theory Executed (Double Tap + EMA Filter)
2017-09-29 02:36:00.000,4157.067494999999,4068.4575,-108.21289614645593,-1.0229571026383626,Game Theory Executed (Double Tap + EMA Filter)
2017-10-03 05:35:00.000,4111.01448,4320.541428571429,287.65576632197553,2.91877015899741,Game Theory Executed (Double Tap + EMA Filter)
2017-10-03 10:23:00.000,4283.6307449999995,4196.867142857142,-110.57961721601168,-1.0241856437446346,Game Theory Executed (Double Tap + EMA Filter)
2017-10-04 13:22:00.000,4222.079985,4155.5025000000005,-112.2618686564183,-1.0312080164938626,Game Theory Executed (Double Tap + EMA Filter)
2017-10-05 03:25:00.000,4236.987435,4184.301785714286,-114.51158971630048,-1.0397100713613887,Game Theory Executed (Double Tap + EMA Filter)
2017-10-17 11:41:00.000,5603.830515,5573.837142857144,-65.07984398819644,-1.0929178139141593,Game Theory Executed (Double Tap + EMA Filter)
2017-10-18 01:17:00.000,5600.0586299999995,5519.233571428572,-109.89967140808403,-1.0341430842672994,Game Theory Executed (Double Tap + EMA Filter)
2017-10-22 11:11:00.000,5785.8714899999995,5725.557857142858,-111.00421853473745,-1.0474648730802174,Game Theory Executed (Double Tap + EMA Filter)
2017-10-24 01:21:00.000,5730.88401,5726.086428571428,-10.58677857035309,-0.06303332029081936,Game Theory Executed (Double Tap + EMA Filter)
2017-10-27 18:30:00.000,5773.915515,5699.448571428572,-108.68431897138453,-1.038268312744438,Game Theory Executed (Double Tap + EMA Filter)
2017-10-30 14:40:00.000,5756.7769499999995,6041.3607142857145,184.74650135923412,1.9981744067636302,Game Theory Executed (Double Tap + EMA Filter)
2017-11-04 00:18:00.000,7109.05275,7031.512142857144,-112.34232654298103,-1.0453408375427167,Game Theory Executed (Double Tap + EMA Filter)
2017-11-06 03:11:00.000,7138.547489999999,7256.5985714285725,60.28694037291325,0.6764332367195549,Game Theory Executed (Double Tap + EMA Filter)
2017-11-06 15:24:00.000,7312.1442449999995,7213.925714285714,-108.05349310520978,-1.036723852728308,Game Theory Executed (Double Tap + EMA Filter)
2017-11-06 23:14:00.000,7122.97971,6950.146071428572,-100.20443380245433,-1.020106462286145,Game Theory Executed (Double Tap + EMA Filter)
2017-11-08 17:35:00.000,7060.898684999999,7419.958571428572,154.0482092956745,1.6902730017721805,Game Theory Executed (Double Tap + EMA Filter)
2017-11-21 19:50:00.000,7906.97151,8094.546428571429,122.7760721233908,1.3407879699433671,Game Theory Executed (Double Tap + EMA Filter)
2017-11-23 11:23:00.000,8127.071505,8046.773214285714,-104.96988441150461,-1.050105507494026,Game Theory Executed (Double Tap + EMA Filter)
2017-11-23 23:55:00.000,8099.0475,8036.999642857143,-83.47894814247411,-1.0647645222005988,Game Theory Executed (Double Tap + EMA Filter)
2017-11-24 04:15:00.000,8084.019989999999,8012.231785714286,-93.6446671791,-1.0558046538803567,Game Theory Executed (Double Tap + EMA Filter)
2017-11-24 09:20:00.000,8074.065014999999,8112.489285714287,21.59935798863353,0.2993813926658881,Game Theory Executed (Double Tap + EMA Filter)
2017-12-08 03:20:20.799,9534.775005,15635.492857142859,814.8599362036152,8.890229972650385,Game Theory Executed (Double Tap + EMA Filter)
2017-12-10 03:37:20.799,13406.699999999999,12920.775714285714,-104.79838091009788,-1.0132950503752762,Game Theory Executed (Double Tap + EMA Filter)
2017-12-13 02:32:20.799,16158.105015,15682.441071428571,-104.95698490812492,-1.0164847906630012,Game Theory Executed (Double Tap + EMA Filter)
2017-12-13 17:27:20.799,15907.929989999999,15484.183571428572,-104.51973580451204,-1.0182705775114593,Game Theory Executed (Double Tap + EMA Filter)
2017-12-17 18:59:20.799,17308.599975,18786.085714285713,774.9599684911282,7.789708047086236,Game Theory Executed (Double Tap + EMA Filter)
2017-12-18 00:32:20.799,18679.29498,18406.17214285714,-97.2956630874287,-0.8550676773182921,Game Theory Executed (Double Tap + EMA Filter)
2017-12-18 13:58:00.000,18629.289989999997,18231.723214285714,-112.47337781728129,-1.0229291333280122,Game Theory Executed (Double Tap + EMA Filter)
2018-01-06 12:52:00.000,14807.4,16227.380714285717,432.114929511381,4.207705487157837,Game Theory Executed (Double Tap + EMA Filter)
2018-01-07 17:42:00.000,16257.114494999998,15863.309285714286,-114.63377933982247,-1.020141060747375,Game Theory Executed (Double Tap + EMA Filter)
2018-01-08 03:23:00.000,16027.88994,15658.282857142858,-113.79899222588028,-1.021182336031143,Game Theory Executed (Double Tap + EMA Filter)
2018-01-08 09:11:00.000,15547.759994999999,15280.184642857143,-115.72135233389236,-1.0285530496745785,Game Theory Executed (Double Tap + EMA Filter)
2018-01-21 04:58:00.000,12436.215,12064.19,-109.07486187136692,-1.016214219474494,Game Theory Executed (Double Tap + EMA Filter)
2018-02-15 10:14:00.000,8579.58765,9443.882142857143,351.90900997949393,3.4569259020650227,Game Theory Executed (Double Tap + EMA Filter)
2018-02-18 09:37:00.000,10557.276,10219.105714285713,-111.11222265447304,-1.015109408108846,Game Theory Executed (Double Tap + EMA Filter)
2018-02-21 00:13:00.000,10428.141465,10952.775,302.2375553263455,2.8965332965769166,Game Theory Executed (Double Tap + EMA Filter)
2018-02-21 03:51:00.000,11194.09425,10885.03642857143,-114.14144130850991,-1.017610032288226,Game Theory Executed (Double Tap + EMA Filter)
2018-02-21 19:42:00.000,10515.35505,10373.383214285714,-121.29638126530699,-1.0365332432383358,Game Theory Executed (Double Tap + EMA Filter)
2018-03-01 00:04:00.000,10484.2395,10288.6,-115.26521415717434,-1.0262947922070949,Game Theory Executed (Double Tap + EMA Filter)
2018-03-22 09:31:00.000,8826.641114999999,8755.215714285714,-96.52554956194399,-1.0612892306289468,Game Theory Executed (Double Tap + EMA Filter)
2018-03-22 13:50:00.000,8776.386,8586.235,-111.15286153113448,-1.0225774121619104,Game Theory Executed (Double Tap + EMA Filter)
2018-03-25 00:07:00.000,8707.351499999999,8489.973571428573,-108.60556755471589,-1.0195281407528878,Game Theory Executed (Double Tap + EMA Filter)
2018-04-17 18:56:00.000,7975.315664999999,7923.62,-77.70566129442159,-0.6870812677113296,Game Theory Executed (Double Tap + EMA Filter)
2018-04-25 23:28:00.000,9105.57051,8874.510714285716,-106.31044594524792,-1.0192039266001507,Game Theory Executed (Double Tap + EMA Filter)
2018-04-29 10:38:00.000,9186.260835,9202.377857142857,1.9575153589430556,0.09598431996054169,Game Theory Executed (Double Tap + EMA Filter)
2018-04-30 08:25:00.000,9236.616,9145.909285714286,-89.9145702020669,-0.8094593603166255,Game Theory Executed (Double Tap + EMA Filter)
2018-05-01 00:35:00.000,9175.5855,9090.535714285716,-101.65520666281736,-0.9233156325289179,Game Theory Executed (Double Tap + EMA Filter)
2018-05-02 07:29:00.000,9166.581,9124.603571428572,-56.7321483237065,-1.1086846417462437,Game Theory Executed (Double Tap + EMA Filter)
2018-06-06 16:29:00.000,7638.767475,7524.106785714285,-107.5215048415339,-1.032810315516962,Game Theory Executed (Double Tap + EMA Filter)
2018-06-08 04:00:00.000,7658.817494999999,7626.631428571429,-52.209972500590084,-1.118477221276741,Game Theory Executed (Double Tap + EMA Filter)
2018-06-09 12:55:00.000,7655.826,7581.698571428571,-101.69550031486506,-1.0511396302120646,Game Theory Executed (Double Tap + EMA Filter)
2018-06-22 07:08:00.000,6709.363005,6543.742857142857,-99.21355261470944,-1.0197552741674478,Game Theory Executed (Double Tap + EMA Filter)
2018-07-02 00:50:00.000,6312.37461,6308.655,-18.575325056537622,-0.22465969825253507,Game Theory Executed (Double Tap + EMA Filter)
2018-07-03 10:33:00.000,6312.1545,6542.785,310.2954440607027,4.078409735052992,Game Theory Executed (Double Tap + EMA Filter)
2018-07-04 22:52:00.000,6525.2609999999995,6610.390714285714,73.32641501483613,0.8252664382471284,Game Theory Executed (Double Tap + EMA Filter)
2018-07-10 06:01:00.000,6497.697225,6601.249285714286,114.10647152751699,1.2450654222164126,Game Theory Executed (Double Tap + EMA Filter)
